Input,Generated Gloss
a man must be far gone in utopian speculations who can seriously doubt that if these states should either be wholly disunited or only united in partial confederacies the subdivisions into which they might be thrown would have frequent and violent contests with each other,MAN MUST BE DESC-FAR GO IN DESC-UPUITAN SPECULATION WHO CAN DESC-SERIOUSLY DOUBT THAT IF SE STATE SHOULD EIR BE DESC-WHALLY DISUNITED OR DESC-ONLY UNITE IN DESC-PARTIAL CONFEDERATION INTO WHICH X-Y MIGHT BE THROW WOULD HAVE DESC-FREQUENT AND DESC-VIOLENT CONTEST WITH EACH D
to presume a want of motives for such contests as an argument against their existence would be to forget that men are ambitious vindictive and rapacious,TO PRETEND WANT MOTIVATED FOR DESC-SUCH CONTEST AS ARGUMENT AGAINST X-Y EXISTENCE WOULD BE TO FORGET THAT MAN BE DESC-AMBITIOUS VINCIDIVE AND DESC-RAPICIVE
to look for a continuation of harmony between a number of independent unconnected sovereignties in the same neighborhood would be to disregard the uniform course of human events and to set at defiance the accumulated experience of ages,TO LOOK FOR CONTINUATION HARMONY BETWEEN NUMBER DESC-INDEPENDENT DESC-UNCONNECTED SOLVENCY IN DESC-SAME NEIGHBORHOOD WOULD BE TO DISREGARD UNIT COURSE DESC-HUMAN EVENT AND TO SET AT DEFUSION ACCUMULATE EXPERIENCE AGE
the causes of hostility among nations are innumerable,CAUSE HOSTILITY AMONG NATION BE DESC-INNUMERABLE
there are some which have a general and almost constant operation upon the collective bodies of society,DESC-RE BE SOME WHICH HAVE DESC-GENERAL AND DESC-ALMOST DESC-CONSTANT OPERATION UPON DESC-COLLECTIVE BODY SOCIETY
of this description are the love of power or the desire of preeminence and dominionthe jealousy of power or the desire of equality and safety,DESC- THIS DESCRIPTION BE LOVE POWER OR DESIRE PREEMINENCE AND DOMINIONJERSEY POWER OR DESIRE EQUALITY AND SAFETY
there are others which have a more circumscribed though an equally operative influence within their spheres,DESC-RE BE DESC-OR WHICH HAVE MORE CIRCUMDICTED THOUGH DESC-EQUALLY DESC-OPERATING INFLUENCE WITHIN X-Y SPHERE
such are the rivalships and competitions of commerce between commercial nations,DESC-SUCH BE VALIDIARYSHIP AND COMPETITION COMMERCE BETWEEN DESC-COMMERCIAL NATION
and there are others not less numerous than either of the former which take their origin entirely in private passions in the attachments enmities interests hopes and fears of leading individuals in the communities of which they are members,AND DESC-RE BE DESC-OR DESC-NOT DESC-LESS DESC-NUMEROUS THAN EIR DESC-FORMER WHICH TAKE X-Y ORIGIN DESC-ENTIRELY IN DESC-PRIVATE PATH IN ATTACHMENT EMITY INTEREST HOPE AND FEAR LEAD INDIVIDUAL IN COMMUNITY WHICH X-Y BE MEMBER
the celebrated pericles in compliance with the resentment of a prostitute 1 at the expense of much of the blood and treasure of his countrymen attacked vanquished and destroyed the city of the samnians,CELEBRATE PERICLE IN COMPLIANCE WITH RESENTMENT PROSTITUTU 1 AT EXPENSE DESC-MUCH BLOOD AND TREATY X-HE COUNTRYMAN ATTACK VANCOUSH AND DESTROY CITY SAMNIEN
for if there ever was a sovereign who bid fair to realize the project of universal monarchy it was the emperor charles v of whose intrigues wolsey was at once the instrument and the dupe,FOR IF DESC-RE DESC-EVER BE DESC-SOVEREIGNT WHO BID DESC-FAIR TO REALIZE PROJECT DESC-UNIVERSAL MONARCHY X-IT BE emperOR CHARLES V WHOSE INTERGIGENCE WOLSEY BE AT DESC-ONCE INSTRUMENT AND DUPPE
to multiply examples of the agency of personal considerations in the production of great national events either foreign or domestic according to their direction would be an unnecessary waste of time,TO MULTIPLE EXAMPLE AGENCY DESC-PERSONAL CONSIDERATION IN PRODUCTION DESC-GREAT DESC-NATIONAL EVENT EIR DESC-FOREIGN OR DESC-DOMESTIC ACCORD TO X-Y DIRECTION WOULD BE DESC-UNNECESSARY WASTE TIME
perhaps however a reference tending to illustrate the general principle may with propriety be made to a case which has lately happened among ourselves,DESC-PERHAPS DESC-HOWEVER REFERENCE TEND TO ILLUSTRATE DESC-GENERAL PRINCIPLE MAY WITH PROPRIETY BE MAKE TO CASE WHICH HAVE DESC-RECENTLY HAPPEN AMONG X-OURSELVES
if shays had not been a desperate debtor it is much to be doubted whether massachusetts would have been plunged into a civil war,IF SHAH HAVE DESC-NOT BE DESC-DESERVED DEBTOR X-IT BE DESC-MUCH TO BE DOUBT WHER MASSACHUSETTS WOULD HAVE BE PUMP INTO DESC-CIVIL WAR
but notwithstanding the concurring testimony of experience in this particular there are still to be found visionary or designing men who stand ready to advocate the paradox of perpetual peace between the states though dismembered and alienated from each other,BUT DESC-Notwithstanding CONCURRENT TESTIMONY EXPERIENCE IN THIS DESC-PARTICULAR DESC-RE BE DESC-STILL TO BE FIND DESC-VISIONARY OR DESIGN MAN WHO STAND DESC-READY TO ADVOCATE PARADOX DESC-PERMANENT PEACE BETWEEN STATE THOUGH DISMEMBER AND DESC-ALIENATED FROM EACH DESC-OR
the genius of republics say they is pacific the spirit of commerce has a tendency to soften the manners of men and to extinguish those inflammable humors which have so often kindled into wars,GENTLE REPUBLIC SAY X-Y BE DESC-PACIFIC SPIRIT COMMERCE HAVE TENDANCE TO SOFTEN MANNER AND TO EXTINGUISH THOSE DESC-INFLAMABLE HUMAN WHICH HAVE DESC-SO DESC-OFTEN KINDLE INTO WAR
commercial republics like ours will never be disposed to waste themselves in ruinous contentions with each other,DESC-COMMERCIAL REPUBLIC LIKE X-WE WILL DESC-NEVER BE DISPOSE TO WASTE X-MSELVES IN DESC-RUINOUS CONTENTION WITH EACH DESC-OR
they will be governed by mutual interest and will cultivate a spirit of mutual amity and concord,X-Y WILL BE GOVERN BY DESC-MUTUAL INTEREST AND WILL CULTURE SPIRIT DESC-MUTUAL AMITY AND CONCOUNT
is it not we may ask these projectors in politics the true interest of all nations to cultivate the same benevolent and philosophic spirit,BE X-IT DESC-NOT X-WE MAY ASK SE PROJECTOR IN POLITICS DESC-TRUE INTEREST ALL NATION TO CULTURE DESC-SAME DESC-BENEVOLVENT AND DESC-PHOPHOLIC SPIRIT
if this be their true interest have they in fact pursued it,IF THIS BE X-Y DESC-TRUE INTEREST HAVE X-Y IN FACT PURSUE X-IT
has it not on the contrary invariably been found that momentary passions and immediate interest have a more active and imperious control over human conduct than general or remote considerations of policy utility or justice,HAVE X-IT DESC-NOT ON CONTRARY DESC-INVARIABLY BE FIND THAT DESC-MOMENTARY PATH AND DESC-IMMEDIATE INTEREST HAVE MORE DESC-ACTIVE AND DESC-IMPERIOUS CONTROL OVER DESC-HUMAN CONDUCT THAN DESC-GENERAL OR DESC-RESTRICTED CONSIDERATION POLICY UTILISATION OR JUSTICE
have republics in practice been less addicted to war than monarchies,HAVE REPUBLIC IN PRACTICE BE DESC-LESS ADDICTED TO WAR THAN MONARCHY
are not the former administered by men as well as the latter,BE DESC-NOT DESC-FORMER ADMINISTRATE BY MAN AS DESC-WELL AS DESC-LATTER
are there not aversions predilections rivalships and desires of unjust acquisitions that affect nations as well as kings,BE DESC-RE DESC-NOT ADVERSION PREDISCIPLINE VALENTSHIP AND DESIRE DESC-UNJUST ACQUISITION THAT AFFECT NATION AS DESC-WELL AS KING
are not popular assemblies frequently subject to the impulses of rage resentment jealousy avarice and of other irregular and violent propensities,BE DESC-NOT DESC-POPULAR ASSEMBLY DESC-FREQUENTLY SUBJECT TO INSPIRING RAISE RESENTMENT JEUNESTY AVAIRE AND DESC-OR DESC-IRREGULAR AND DESC-VIOLENT PROPENITY
is it not well known that their determinations are often governed by a few individuals in whom they place confidence and are of course liable to be tinctured by the passions and views of those individuals,BE X-IT DESC-NOT DESC-WELL KNOW THAT X-Y DETERMINATION BE DESC-OFTEN GOVERN BY DESC-FEW INDIVIDUAL IN WHOM X-Y PLACE CONFIDENCE AND BE COURSE DESC-LIABLE TO BE TINCTURE BY PATH AND VIEW THOSE INDIVIDUAL
has commerce hitherto done anything more than change the objects of war,HAVE COMMERCE HHERTO DO ANYTHING MORE THAN CHANGE OBJECT WAR
is not the love of wealth as domineering and enterprising a passion as that of power or glory,BE DESC-NOT LOVE WEALTH AS DOMINEER AND ENTERPRISE PATIENCE AS THAT POWER OR GLORY
have there not been as many wars founded upon commercial motives since that has become the prevailing system of nations as were before occasioned by the cupidity of territory or dominion,HAVE DESC-RE DESC-NOT BE AS DESC-MANY WAR FIND UPON DESC-COMMERCIAL MOTIVATED SINCE THAT HAVE BECOME DESC-PRESENTING SYSTEM NATION AS BE BEFORE OCCASION BY CUPIDITY TERRITORY OR DOMINION
has not the spirit of commerce in many instances administered new incentives to the appetite both for the one and for the other,HAVE DESC-NOT SPIRIT COMMERCE IN DESC-MANY INSTANCE ADMINISTER DESC-NEW INCENTIVE TO APPEAL BOTH FOR ONE AND FOR DESC-OR
let experience the least fallible guide of human opinions be appealed to for an answer to these inquiries,LET EXPERIENCE DESC-LEAST DESC-FALLIBLE GUIDE DESC-HUMAN OPINION BE APPEAL TO FOR ANSWER TO SE INQUIRY
sparta athens rome and carthage were all republics two of them athens and carthage of the commercial kind,SPARTA AHEN ROME AND CATHAGE BE ALL REPUBLIC TWO X-Y AHEN AND CATHAGE DESC-COMMERCIAL KIND
yet were they as often engaged in wars offensive and defensive as the neighboring monarchies of the same times,DESC-YET BE X-Y AS DESC-OFTEN ENGAGE IN WAR DESC-OFFENSIVE AND DESC-DEFENSIVE AS NEIGHBORING MONARCHY DESC-SAME TIME
sparta was little better than a wellregulated camp and rome was never sated of carnage and conquest,SPARTA BE DESC-LITTLE DESC-BETTER THAN DESC-WELL REGULATE CAMP AND ROME BE DESC-NEVER SATE CARNAGE AND CONQUEST
carthage though a commercial republic was the aggressor in the very war that ended in her destruction,CATHAGE THOUGH DESC-COMMERCIAL REPUBLIC BE AGGRESSOR IN DESC-VERY WAR THAT END IN X-SHE DESTROYMENT
hannibal had carried her arms into the heart of italy and to the gates of rome before scipio in turn gave him an overthrow in the territories of carthage and made a conquest of the commonwealth,HANNIBAL HAVE CARRY X-SHE ARM INTO HEART DESC-ITALY AND TO GATE ROME BEFORE SCIPIO IN TURN GIVE X-HE OVERTHROW IN TERRITORY CARTAGE AND MAKE CONQUEST COMMONWEALTH
the provinces of holland till they were overwhelmed in debts and taxes took a leading and conspicuous part in the wars of europe,PROVINCE HOLLAND UNTIL X-Y BE OVERWARD IN DEBT AND TAX TAKE LEAD AND DESC-CONSpicOUS PART IN WAR EUROPE
they had furious contests with england for the dominion of the sea and were among the most persevering and most implacable of the opponents of louis xiv,X-Y HAVE DESC-FURROUS CONTEST WITH ENGLAND FOR DOMINION SEA AND BE AMONG MOST PERSIST AND MOST DESC-IMPLACABLE OPPONENT LUIS XIV
in the government of britain the representatives of the people compose one branch of the national legislature,IN GOVERNMENT BRITAIN REPRESENTATIVE PEOPLE COMPRISE ONE BRANG DESC-NATIONAL LEGISLATIVE
commerce has been for ages the predominant pursuit of that country,COMMERCE HAVE BE FOR AGE DESC-PRESIDENCY PURSUE THAT COUNTRY
few nations nevertheless have been more frequently engaged in war and the wars in which that kingdom has been engaged have in numerous instances proceeded from the people,DESC-FEW NATION DESC-NEVERLESS HAVE BE MORE DESC-FREQUENTLY ENGAGE IN WAR AND WAR IN WHICH THAT KINGDOM HAVE BE ENGAGE HAVE IN DESC-NUMEROUS INSTANCE PROCEED FROM PEOPLE
there have been if i may so express it almost as many popular as royal wars,DESC-RE HAVE BE IF X-I MAY DESC-SO DESC-EXPRESS X-IT DESC-ALMOST AS DESC-MANY DESC-POPULAR AS DESC-RHOMAINE WAR
the cries of the nation and the importunities of their representatives have upon various occasions dragged their monarchs into war or continued them in it contrary to their inclinations and sometimes contrary to the real interests of the state,CRIE NATION AND IMPORTUNITY X-Y REPRESENTATIVE HAVE UPON DESC-VARIOUS OCCASION DRAG X-Y MONarch INTO WAR OR CONTINUE X-Y IN X-IT CONTRARY TO X-Y INTENDANCE AND DESC-SOMETIMES CONTRARY TO DESC-REAL INTEREST STATE
the wars of these two lastmentioned nations have in a great measure grown out of commercial considerations the desire of supplanting and the fear of being supplanted either in particular branches of traffic or in the general advantages of trade and navigation,WAR SE TWO DESC-LASTMENTIONED NATION HAVE IN DESC-GREAT MEASURE GROW OUT DESC-COMMERCIAL CONSIDERATION DESIRE SUPPLANT AND FEAR BE SUPPLANT EIR IN DESC-PARTICULAR BRIDGE TRAFFIC OR IN DESC-GENERAL ADVANTAGE TRADE AND NAVIGATION
have we not already seen enough of the fallacy and extravagance of those idle theories which have amused us with promises of an exemption from the imperfections weaknesses and evils incident to society in every shape,HAVE X-WE DESC-NOT DESC-ALREADY SEE DESC-ENOUGH FALLACY AND EXTRAVAGANCE THOSE DESC-IDEAL THEORY WHICH HAVE AMUSE X-WE WITH PROMISE EXEMPTION FROM IMPAIRMENT WEAKNESS AND EXCEEDINGS INCIDENT TO SOCIETY IN EVERY SHAPE
1 aspasia vide plutarch s life of pericles 2 ibid,1 ASPASIA VIDE PLOTARCH X-S LIFE PERICLES 2 IBID
4 ibid,4 IBID
phidias was supposed to have stolen some public gold with the connivance of pericles for the embellishment of the statue of minerva,PHIDIA BE SUPPOSE TO HAVE SLIT SOME PUBLIC GOLD WITH CONNIVANCENCE PERICLE FOR EMBELLEMENT STATE MINERVA
5 p worn by the popes,5 P WEAR BY POPE
6 madame de maintenon,6 MADAME DE MAINTENON
7 duchess of marlborough,7 DUCHESS MARLBOROUGH
8 madame de pompadour,8 MADAME DE POPULADOURS
9 the league of cambray comprehending the emperor the king of france the king of aragon and most of the italian princes and states,9 LAGUE CAMPBRAY COMPREHENS emperOR KING FRANCE KING ARAGON AND MOST ITALIEN PRINCE AND STATE
10 the duke of marlborough,10 DUKE MARLBOROUGH
11 vide principes des negociations par l abbe de mably,11 VIDEO PRINCIPLE DES NEGOTIATION PAR L ABBE DE DESC-MABLELY
the same subject continued concerning dangers from dissensions between the states for the independent journal,DESC-SAME SUBJECT CONTINUE CONCERN DANGER FROM DISSENSION BETWEEN STATE FOR DESC-INDEPENDENT JOURNAL
to the people of the state of new york it is sometimes asked with an air of seeming triumph what inducements could the states have if disunited to make war upon each other,TO PEOPLE STATE NEW YORK IT BE DESC-SOMETIMES ASK WITH AIR SEEM TRUE WHAT INDUSTREMENT COULD STATE HAVE IF DISUNITED TO MAKE WAR UPON EACH DESC-OR
it would be a full answer to this question to sayprecisely the same inducements which have at different times deluged in blood all the nations in the world,X-IT WOULD BE DESC-FULL ANSWER TO THIS QUESTION TO SAYPRICELY DESC-SAME INDUSTREMENT WHICH HAVE AT DESC-DIFFERENT TIME DELUGE IN BLOOD ALL NATION IN WORLD
but unfortunately for us the question admits of a more particular answer,BUT DESC-UNFORTUNATELY FOR X-WE QUESTION ADMIT MORE DESC-PARTICULAR ANSWER
there are causes of differences within our immediate contemplation of the tendency of which even under the restraints of a federal constitution we have had sufficient experience to enable us to form a judgment of what might be expected if those restraints were removed,DESC-RE BE CAUSE DIFFERENCE WITHIN X-WE DESC-IMMEDIATE CONSIDERATION TENDANCE WHICH DESC-EVEN UNDER RESTRICT DESC-FEDERAL CONSTITUTION X-WE HAVE HAVE DESC-SUFFICIENT EXPERIENCE TO ENABLE X-WE TO FORM JUDGMENT WHAT MIGHT BE EXPECT IF THOSE RESTRICT BE REMOVE
territorial disputes have at all times been found one of the most fertile sources of hostility among nations,DESC-TERRITORIAL DISPUTE HAVE AT ALL TIME BE FIND ONE MOST DESC-FRUITE SOURCE HONORILITY AMONG NATION
perhaps the greatest proportion of wars that have desolated the earth have sprung from this origin,DESC-PERHAPS DESC-GREATEST PROPORTION WAR THAT HAVE DESOLARATE EARTH HAVE SPRING FROM THIS ORIGIN
this cause would exist among us in full force,THIS CAUSE WOULD EXIST AMONG X-WE IN DESC-FULL FORCE
we have a vast tract of unsettled territory within the boundaries of the united states,X-WE HAVE DESC-VAGUE TRAIT DESC-UNSTELLED TERRITORY WITHIN BOUNDARY UNITE STATE
there still are discordant and undecided claims between several of them and the dissolution of the union would lay a foundation for similar claims between them all,DESC-RE DESC-STILL BE DESC-DISCOUNTERANT AND DESC-UNDECIDED CLAIM BETWEEN DESC-SEVERAL X-Y AND DISSOLUTION UNION WOULD LAY FOUNDATION FOR DESC-SIMILAR CLAIM BETWEEN X-Y ALL
