Input,Generated Gloss
there are others which have a more circumscribed though an equally operative influence within their spheres,DESC-RE BE ALTERNATIVE WHICH HAVE MORE CIRCUMDICTED THOUGH EQUALLY OPERATING INFLUENCE WITHIN X-Y SPHERE
such are the rivalships and competitions of commerce between commercial nations,DESC-SUCH BE TROUBLESHIP AND COMPETITION COMMERCIAL BETWEEN RECOVERY NATION
and there are others not less numerous than either of the former which take their origin entirely in private passions in the attachments enmities interests hopes and fears of leading individuals in the communities of which they are members,AND DESC-RE BE ALTERNATIVE NOT LESS NORMEOUS THAN EIR FORMER WHICH TAKE X-Y OCCUR IN PARTICULAR PASSION IN ADJUSTMENT EMITY INTEREST HOPE AND FEAR LEAD INDIVIDUAL IN COUNTRY TOWARDS WHER EXIST MEMBER
the celebrated pericles in compliance with the resentment of a prostitute 1 at the expense of much of the blood and treasure of his countrymen attacked vanquished and destroyed the city of the samnians,CELEBRATE PERICLE IN COMPLIANCE WITH RESENTMENT PROSTITUTU 1 AT EXPENSE DESC-MUCH BLOOD AND TREATY X-HE COUNTRYMAN ATTACK VANCOUSH AND DESTROY CITY SAMNIEN
for if there ever was a sovereign who bid fair to realize the project of universal monarchy it was the emperor charles v of whose intrigues wolsey was at once the instrument and the dupe,FOR WHERE DESC-EVER BE SOVEREIGNT WHO BID FAIR TO REALIZE PROJECT UNIVERSAL MONARCHY X-IT BE EMPEROR CHARLES V WHOSE INTERGIGENCE WOLSEY BE AT TWICE INSTRUMENT AND DUPE
to multiply examples of the agency of personal considerations in the production of great national events either foreign or domestic according to their direction would be an unnecessary waste of time,TO MAXIMIZE EXAMPLE AGENCY DESC-PERSONAL CONSIDERATION IN PRODUCTION GROSS NATIONAL EVENT EIR FOREIGN OR DOMESTIC ACCORD TO X-Y DIRECTION WOULD BE UNEMPLOYED WASTE TIME
perhaps however a reference tending to illustrate the general principle may with propriety be made to a case which has lately happened among ourselves,DESC-PERHAPS HOWEVER REFERENCE TEND TO ILLUSTRATE ALLEGAL PRINCIPLE MAY WITH PROPRIETY BE MAKE TO CASE WHICH HAVE DECENTLY HAPPEN AMONG X-OURSELVES
if shays had not been a desperate debtor it is much to be doubted whether massachusetts would have been plunged into a civil war,IF SHAH HAVE DESC-NOT BE DESPITE DEBTOR X-IT BE MUCH TO BE DOUBT WHER MASSACHUSETTS WOULD HAVE BE PUMP INTO CALIFORNIA WAR
but notwithstanding the concurring testimony of experience in this particular there are still to be found visionary or designing men who stand ready to advocate the paradox of perpetual peace between the states though dismembered and alienated from each other,BUT DESPITE CONCURRENT TESTIMONY EXPERIENCE IN THIS DESC-PARTICULAR ARE STILL TO BE FIND VISALISTAIRE OR DESIGN MAN WHO STAND READY TO ADVOCATE PARADOX PERPERMANENT PEACE BETWEEN STATE THOUGH DISMEMBER AND ALIENATE FROM EACH OTHER
the genius of republics say they is pacific the spirit of commerce has a tendency to soften the manners of men and to extinguish those inflammable humors which have so often kindled into wars,GENTLE REPUBLIC SAY X-Y BE PACIFIC SPIRIT COMMERCE HAVE TENDANCE TO SOFTEN MEANING MAN AND TO EXTINGUISH THOSE DESC-INFLAMABLE HUMIDITY WHICH HAVE SMALL INTO WAR
commercial republics like ours will never be disposed to waste themselves in ruinous contentions with each other,COMMERCIAL REPUBLIC LIKE X-WE WILL DESC-NEVER BE DISPOSE TO WASTE ELSE IN RUINOUS CONTRADICTION WITH EACH OTHER
they will be governed by mutual interest and will cultivate a spirit of mutual amity and concord,X-Y WILL BE GOVERN BY DESC-MUTUAL INTEREST AND WILL CULTURATE SLIVING MULTUAL AMITY AND CONCORD
is it not we may ask these projectors in politics the true interest of all nations to cultivate the same benevolent and philosophic spirit,BE IT DESC-NOT X-WE MAY ASK SE PROJECTOR IN POLITICS TRUE INTEREST ALL NATION TO CULTURATE SAME BENEVOLVENT AND PHILOSOPHIC SPIRIT
if this be their true interest have they in fact pursued it,IF THIS BE X-Y DESC-TRUE INTEREST HAVE SHE IN FACT PURSUE IT
has it not on the contrary invariably been found that momentary passions and immediate interest have a more active and imperious control over human conduct than general or remote considerations of policy utility or justice,HAVE X-IT DESC-NOT ON CONTRARY INDIVIDUALLY BE FIND THAT MOMENTARY POLITICS AND IMMEDIATE INTEREST HAVE MORE ACTIVE AND EMPIREOUS CONTROL OVER DESPONDENT GENERAL OR DRIVE CONSIDERATION POLICY UTILISATION OR JUSTICE
have republics in practice been less addicted to war than monarchies,HAVE REPUBLIC IN PRACTICE BE DESC-LESS ADDICTED TO WAR THAN MONARCHY
are not the former administered by men as well as the latter,BE DESC-NOT FORMER ADMINISTRATE BY MAN ASS WELL AS LATTER
are there not aversions predilections rivalships and desires of unjust acquisitions that affect nations as well as kings,BE YET DESC-NOT ADVERSION PREDISCIPLINATION VALENTSHIP AND DESIRE UNJUST ACQUISITION THAT AFFECT NATION AS WELL AS KING
are not popular assemblies frequently subject to the impulses of rage resentment jealousy avarice and of other irregular and violent propensities,BE DESC-NOT PRESENT POPULATION ASSEMBLY SUBJECT TO INSPIRING RAISE RESENTMENT JERSEY AVAILURE AND EXTERNAL IRREGULAR AND VEXITIVE PROPENITY
is it not well known that their determinations are often governed by a few individuals in whom they place confidence and are of course liable to be tinctured by the passions and views of those individuals,BE COURSE DESC-LIABLE TO BE TINCTURE BY PASSION AND VIEW THOSE INDIVIDUAL
has commerce hitherto done anything more than change the objects of war,HAVE COMMERCE HHERTO DO ANYTHING MORE THAN CHANGE OBJECT WAR
is not the love of wealth as domineering and enterprising a passion as that of power or glory,BE DESC-NOT LOVE WEALTH AS DOMINEER AND ENTERPRISE PASSION AS THAT POWER OR GLORY
have there not been as many wars founded upon commercial motives since that has become the prevailing system of nations as were before occasioned by the cupidity of territory or dominion,HAVE YET DESC-NOT BE AS NUMBER WAR FIND UPON COMMERCIAL MOTIVATED SINCE THAT HAVE BECOME PREVAIL SYSTEM NATION AS BE BEFORE OCCASION BY CUPIDITY TERRITORY OR DOMINION
has not the spirit of commerce in many instances administered new incentives to the appetite both for the one and for the other,HAVE DESC-NOT SPIRIT COMMERCE IN NUMBER INSTANCE ADMINISTRATE DOUBT INCENTIVE TO APPEAL BOTH FOR ONE AND FOR EXTERNAL
let experience the least fallible guide of human opinions be appealed to for an answer to these inquiries,LET EXPERIENCE DESC-LEAST FIELDIBLE GUIDE HUMAN OPINION BE APPEAL TO FOR ANSWER TO SE INVESTIGATION
sparta athens rome and carthage were all republics two of them athens and carthage of the commercial kind,SPARTA ATHEN ROME AND CATHAGE BE ALL REPUBLIC TWO X-Y ATHEN AND CATHAGE DESC-COMMERCIAL KIND
yet were they as often engaged in wars offensive and defensive as the neighboring monarchies of the same times,YET BE X-Y AS DESC-OFTEN ENGAGE IN WAR OCTOBERAL AND DEFENSIVE AS NEIGHBORING MONASTERY SAME TIME
sparta was little better than a wellregulated camp and rome was never sated of carnage and conquest,SPARTA BE DESC-LITTLE BETTER THAN WELL REGULATE CAMP AND ROME BE NEXTLY SATE CAGNAGE AND CONQUEST
carthage though a commercial republic was the aggressor in the very war that ended in her destruction,CATHAGE THOUGH DESC-COMMERCIAL REPUBLIC BE ARGENTEER IN DOUBT WAR THAT END IN X-SHE DESTROYMENT
hannibal had carried her arms into the heart of italy and to the gates of rome before scipio in turn gave him an overthrow in the territories of carthage and made a conquest of the commonwealth,HANNIBAL HAVE CARRY HER ARM INTO HEART DESC-ITALY AND TO GATE ROME BEFORE SCIPIO IN TURN GIVE X-HE OVERTHROW IN TREATY CARTAGE AND MAKE CONQUEST COMMONWEALTH
the provinces of holland till they were overwhelmed in debts and taxes took a leading and conspicuous part in the wars of europe,PROVINCE HOLLAND UNTIL X-Y BE OVERWHELM IN DEBT AND TAX TAKE LEAD AND DESC-CONSPICULOUS PART IN WAR EUROPE
they had furious contests with england for the dominion of the sea and were among the most persevering and most implacable of the opponents of louis xiv,X-Y HAVE DESC-FURROUS CONTEST WITH ENGLAND FOR DOMINION SEA AND BE AMONG MOST PERSEVERE AND MAJORLY IMPLACABLE OPPONENT LUIS xIV
in the government of britain the representatives of the people compose one branch of the national legislature,IN GOVERNMENT BRITAIN REPRESENTATIVE PEOPLE COMPRISE ONE BRANCH DESC-NATIONAL LEGISLATIVITY
commerce has been for ages the predominant pursuit of that country,COMMERCE HAVE BE FOR AGE DESC-PRESIDENCY PURSUE THAT COUNTRY
few nations nevertheless have been more frequently engaged in war and the wars in which that kingdom has been engaged have in numerous instances proceeded from the people,DESC-FEW NATION EVERLESS HAVE BE MORE FREQUENTLY ENGAGE IN WAR AND WATER IN WHICH THAT ROYAL HEAVEN HAVE IN NUMBERONE INSTANCE PROCEED FROM PEOPLE
there have been if i may so express it almost as many popular as royal wars,DESC-RE HAVE BE IF X-I MAY SO EXPRESS IT ALMOST AS NUMBER POPULOUS AS RURAL WAR
the cries of the nation and the importunities of their representatives have upon various occasions dragged their monarchs into war or continued them in it contrary to their inclinations and sometimes contrary to the real interests of the state,CRIE NATION AND IMPORTUNITY X-Y REPRESENTATIVE HAVE UPON DESC-VARIOUS OCCASION DRAG THOSE MONarch INTO WAR OR CONTINUE THEM IN IT CONTRARY TO Y INTENDANCE AND SOMEWHERE CONTROVERSY TO TRULY INTEREST STATE
the wars of these two lastmentioned nations have in a great measure grown out of commercial considerations the desire of supplanting and the fear of being supplanted either in particular branches of traffic or in the general advantages of trade and navigation,WAR SE TWO LASTMENTIONED NATION HAVE IN DESC-GREAT MEASURE GROW OUT COMMERCIAL CONSIDERATION DESIRE SUPPLANT AND FEAR BE SUPPANT EIR IN PARTICULAR BRANCH TRAFFIC OR IN ALLEGAL ADVANTAGE TRADE AND NAVIGATION
have we not already seen enough of the fallacy and extravagance of those idle theories which have amused us with promises of an exemption from the imperfections weaknesses and evils incident to society in every shape,HAVE X-WE DESC-NOT ALREADY SEE ENOUGH FALLACY AND EXTRAVAGANCE THOSE IDEAL THEORY WHICH HAVE AMUSUS CUSTOMER WITH PROMISE ELIMINATION FROM IMPAIRMENT WEAKNESS AND EVIL INCIDENT TO SOCIETY IN EVERY SHAPE
1 aspasia vide plutarch s life of pericles 2 ibid,1 ASPASIA VIDE PLOTARCH X-S LIFE PERICLES 2 IBID
4 ibid,4 IBID
phidias was supposed to have stolen some public gold with the connivance of pericles for the embellishment of the statue of minerva,PHIDIA BE SUPPOSE TO HAVE STOCK SOME PUBLIC GOLD WITH CONNIVALENCE PERICLE FOR EMBELLEMENT STATE MINERVA
5 p worn by the popes,5 P WEAR BY POPE
6 madame de maintenon,6 MADAME DE MAINTENON
7 duchess of marlborough,7 DUCHESS MARLBOROUGH
8 madame de pompadour,8 MADAME DE POPULADOURS
9 the league of cambray comprehending the emperor the king of france the king of aragon and most of the italian princes and states,9 LAGUE CAMPBRAY COMPREHENS EMPEROR KING FRANCE KING ARAGON AND MOST ITALIEN PRINCE AND STATE
10 the duke of marlborough,10 DUKE MARLBOROUGH
11 vide principes des negociations par l abbe de mably,11 VIDEO PRINCIPLE DES NEGOTIATION PAR L ABBE DE DESC-MABLELY
the same subject continued concerning dangers from dissensions between the states for the independent journal,SAME SUBJECT CONTINUE CONCERN DANGER FROM DISSENSION BETWEEN STATE FOR DESC-INDEPENDENT JOURNAL
to the people of the state of new york it is sometimes asked with an air of seeming triumph what inducements could the states have if disunited to make war upon each other,TO PEOPLE STATE NEW YORK X-IT BE DESC-SOMETIMES ASK WITH AIR SEEM TRIUMPH WHAT INFLUENCEMENT COULD STATUTORY HAVE IF DISUNITED TO MAKE WAR UPON EACH EXTERNAL
it would be a full answer to this question to sayprecisely the same inducements which have at different times deluged in blood all the nations in the world,X-IT WOULD BE DESC-FULL ANSWER TO THIS QUESTION TO SAYPRECISELY SMALL INDUSTREMENT WHICH HAVE AT DIFFERENT TIME DELUGE IN BLOOD ALL NATION IN WORLD
but unfortunately for us the question admits of a more particular answer,BUT DESC-UNFORTUNATELY FOR X-WE QUESTION ADMISSE MORE PARTICULAR ANSWER
there are causes of differences within our immediate contemplation of the tendency of which even under the restraints of a federal constitution we have had sufficient experience to enable us to form a judgment of what might be expected if those restraints were removed,DESC-RE BE CAUSE DIFFERENCE WITHIN X-WE IMMEDIATE CONSIDERATION TENDENCY WHICH EVEN UNDER RESTRICT DESPITE DISASTEROUS FEDERAL CONSTITUTION WE HAVE HAVE SUFFICIENT EXPERIENCE TO ENABLE x-we TO FORM JUDGMENT WHAT MIGHT BE ESCAPE IF THOSE RESTRAINT BE REPLACE
territorial disputes have at all times been found one of the most fertile sources of hostility among nations,TERRITORIAL DISPUTE HAVE AT ALL TIME BE FIND ONE MOST DESC-FRUITE SOURCE HOSTILITY AMONG NATION
perhaps the greatest proportion of wars that have desolated the earth have sprung from this origin,PERHAPS DESC-GREATEST PROPORTION WAR THAT HAVE DESOLARATE EARTH HAVE SPRING FROM THIS ORIGIN
this cause would exist among us in full force,THIS CAUSE WOULD EXIST AMONG X-WE IN DESC-FULL FORCE
we have a vast tract of unsettled territory within the boundaries of the united states,X-WE HAVE DESC-VAGUE TRAIT UNDERTAKED TERRITORY WITHIN BOUNDARY UNITE STATE
there still are discordant and undecided claims between several of them and the dissolution of the union would lay a foundation for similar claims between them all,DESC-RE THROUGHLY BE DISCOUNTERANT AND UNDECIDED CLAIM BETWEEN SEVERAL X-Y AND DISSSOLUTION UNION WOULD LAY FOUNDATION FOR SUCCESS FACTORYBET WHER ALL
it is well known that they have heretofore had serious and animated discussion concerning the rights to the lands which were ungranted at the time of the revolution and which usually went under the name of crown lands,THE LAND WHICH BE DESC-UNGRANTED AT TIME REVOLUTION AND SHORTLY GO UNDER NAME CROWN LAND
this it has been said was at all events an acquisition to the confederacy by compact with a foreign power,THIS X-IT HAVE BE SAY BE AT ALL EVENT ACQUISITION TO CONFEDERATECY BY COMPACT WITH DESC-FOREIGN POWER
it has been the prudent policy of congress to appease this controversy by prevailing upon the states to make cessions to the united states for the benefit of the whole,X-IT HAVE BE DESC-PRUDENT POLICY CONGRESS TO APPEASE THIS CONTROVERSY BY PREVAIL UPON STATE TO MAKE CESSION TO UNITE STATUTOR FOR BENEFIT WHOLE
this has been so far accomplished as under a continuation of the union to afford a decided prospect of an amicable termination of the dispute,THIS HAVE BE SO DESC-FAR ACCOMPLISH AS UNDER CONTINUATION UNION TO AFFORD DECIDE PROSPECT ACCIDENTALLY TERMINATION DISPUTE
a dismemberment of the confederacy however would revive this dispute and would create others on the same subject,DESC-DISMEMBERMENT CONFÉDÉRATIONACY HOWEVER WOULD REVIVE THIS DISPUTE AND WHERE CREATE ALTERNATIVE ON SAME SUBJECT
at present a large part of the vacant western territory is by cession at least if not by any anterior right the common property of the union,AT DESC-PRESENT LARGE PART VOLUNTEER WESTERN TERRITORY BE BY CESSION AT LOWEST IF THROUGH ANY ANTI-ROD COMMON PROPERTY UNION
